"year","unitid","inst_name","state_name","inst_control","cc_basic_2015","default_rate","completion_rate_150pct"
"2013","148131","Quincy University","Illinois","Private not-for-profit","","0.085","0.49"
"2013","148335","Robert Morris University Illinois","Illinois","Private not-for-profit","","0.058","0.474"
"2013","148405","Rockford University","Illinois","Private not-for-profit","","0.085","0.446"
"2013","148487","Roosevelt University","Illinois","Private not-for-profit","","0.079","0.304"
"2013","148496","Dominican University","Illinois","Private not-for-profit","","0.058","0.627"
"2013","148511","Rush University","Illinois","Private not-for-profit","","0.003",""
"2013","148575","Saint Francis Medical Center College of Nursing","Illinois","Private not-for-profit","","0.055",""
"2013","148584","University of St Francis","Illinois","Private not-for-profit","","0.036","0.562"
"2013","148593","St John's College of Nursing","Illinois","Private not-for-profit","","0",""
"2013","148627","Saint Xavier University","Illinois","Private not-for-profit","","0.058","0.545"
"2013","148654","University of Illinois at Springfield","Illinois","Public","","0.066","0.487"
"2013","148724","Seabury-Western Theological Seminary","Illinois","Private not-for-profit","","",""
"2013","148849","Shimer College","Illinois","Private not-for-profit","","0.235","0.296"
"2013","148876","Saint Augustine College","Illinois","Private not-for-profit","","","0.32"
"2013","148885","University of Saint Mary of the Lake","Illinois","Private not-for-profit","","",""
"2013","148982","Spertus College","Illinois","Private not-for-profit","","0.108",""
"2013","149028","Saint Anthony College of Nursing","Illinois","Private not-for-profit","","0.013",""
"2013","149222","Southern Illinois University-Carbondale","Illinois","Public","","0.093","0.443"
"2013","149231","Southern Illinois University-Edwardsville","Illinois","Public","","0.06","0.505"
"2013","149240","Southern Illinois University-System Office","Illinois","Public","","",""
"2013","149329","Telshe Yeshiva-Chicago","Illinois","Private not-for-profit","","","0.235"
"2013","149505","Trinity Christian College","Illinois","Private not-for-profit","","0.06","0.579"
"2013","149514","Trinity International University-Illinois","Illinois","Private not-for-profit","","0.078","0.463"
"2013","149587","University of Illinois University Administration","Illinois","Public","","",""
"2013","149639","VanderCook College of Music","Illinois","Private not-for-profit","","0.15","0.8"
"2013","149763","Resurrection University","Illinois","Private not-for-profit","","0.006",""
"2013","149772","Western Illinois University","Illinois","Public","","0.072","0.543"
"2013","149781","Wheaton College","Illinois","Private not-for-profit","","0.012","0.893"
"2013","156189","Alice Lloyd College","Kentucky","Private not-for-profit","","0.116","0.513"
"2013","156213","Asbury University","Kentucky","Private not-for-profit","","0.05","0.677"
"2013","156222","Asbury Theological Seminary","Kentucky","Private not-for-profit","","0.033",""
"2013","156286","Bellarmine University","Kentucky","Private not-for-profit","","0.053","0.675"
"2013","156295","Berea College","Kentucky","Private not-for-profit","","0.128","0.622"
"2013","156356","Brescia University","Kentucky","Private not-for-profit","","0.128","0.257"
"2013","156365","Campbellsville University","Kentucky","Private not-for-profit","","0.168","0.394"
"2013","156408","Centre College","Kentucky","Private not-for-profit","","0.025","0.821"
"2013","156417","Clear Creek Baptist Bible College","Kentucky","Private not-for-profit","","","0.615"
"2013","156541","University of the Cumberlands","Kentucky","Private not-for-profit","","0.087","0.356"
"2013","156620","Eastern Kentucky University","Kentucky","Public","","0.128","0.419"
"2013","156727","Frontier Nursing University","Kentucky","Private not-for-profit","","0.022",""
"2013","156745","Georgetown College","Kentucky","Private not-for-profit","","0.043","0.549"
"2013","157030","Kentucky Mountain Bible College","Kentucky","Private not-for-profit","","0.15","0.533"
"2013","157058","Kentucky State University","Kentucky","Public","","0.286","0.198"
"2013","157076","Kentucky Wesleyan College","Kentucky","Private not-for-profit","","0.105","0.406"
"2013","157085","University of Kentucky","Kentucky","Public","","0.072","0.614"
"2013","157100","Kentucky Christian University","Kentucky","Private not-for-profit","","0.119","0.344"
"2013","157207","Lexington Theological Seminary","Kentucky","Private not-for-profit","","0.173",""
"2013","157216","Lindsey Wilson College","Kentucky","Private not-for-profit","","0.159","0.349"
"2013","157289","University of Louisville","Kentucky","Public","","0.096","0.535"
"2013","157298","Louisville Presbyterian Theological Seminary","Kentucky","Private not-for-profit","","0.048",""
"2013","157359","Mid-Continent University","Kentucky","Private not-for-profit","","",""
"2013","157377","Midway College","Kentucky","Private not-for-profit","","0.103","0.433"
"2013","157386","Morehead State University","Kentucky","Public","","0.125","0.427"
"2013","157401","Murray State University","Kentucky","Public","","0.102","0.52"
"2013","157447","Northern Kentucky University","Kentucky","Public","","0.099","0.362"
"2013","157535","University of Pikeville","Kentucky","Private not-for-profit","","0.125","0.395"
"2013","157632","Saint Catharine College","Kentucky","Private not-for-profit","","0.151","0.311"
"2013","157748","The Southern Baptist Theological Seminary","Kentucky","Private not-for-profit","","","0.434"
"2013","157757","Spalding University","Kentucky","Private not-for-profit","","0.087","0.382"
"2013","157809","Thomas More College","Kentucky","Private not-for-profit","","0.073","0.462"
"2013","157818","Transylvania University","Kentucky","Private not-for-profit","","0.041","0.705"
"2013","157863","Union College","Kentucky","Private not-for-profit","","0.132","0.32"
"2013","157951","Western Kentucky University","Kentucky","Public","","0.137","0.436"
"2013","260947","Christian Life College","Illinois","Private not-for-profit","","0.068","0.5"
"2013","260956","Knowledge Systems Institute","Illinois","Private not-for-profit","","",""
"2013","409254","Erikson Institute","Illinois","Private not-for-profit","","0.01",""
"2013","443030","NorthShore University HealthSystem School of Nurse Anesthesia","Illinois","Private not-for-profit","","",""
"2013","461759","Simmons College of Kentucky","Kentucky","Private not-for-profit","","",""
"2012","142832","Adler School of Professional Psychology","Illinois","Private not-for-profit","","0.007",""
"2012","143048","School of the Art Institute of Chicago","Illinois","Private not-for-profit","","0.069","0.54"
"2012","143084","Augustana College","Illinois","Private not-for-profit","","0.047","0.784"
"2012","143118","Aurora University","Illinois","Private not-for-profit","","0.048","0.576"
"2012","143288","Blackburn College","Illinois","Private not-for-profit","","0.09","0.451"
"2012","143297","Blessing Rieman College of Nursing","Illinois","Private not-for-profit","","0.018","0.55"
"2012","143358","Bradley University","Illinois","Private not-for-profit","","0.024","0.756"
"2012","143659","Catholic Theological Union at Chicago","Illinois","Private not-for-profit","","0.041",""
"2012","143853","Midwestern University-Downers Grove","Illinois","Private not-for-profit","","0",""
"2012","143978","The Chicago School of Professional Psychology at Chicago","Illinois","Private not-for-profit","","0.031",""
"2012","144005","Chicago State University","Illinois","Public","","0.093","0.207"
"2012","144014","Chicago Theological Seminary","Illinois","Private not-for-profit","","0.029",""
"2012","144050","University of Chicago","Illinois","Private not-for-profit","","0.012","0.927"
"2012","144281","Columbia College-Chicago","Illinois","Private not-for-profit","","0.108","0.406"
"2012","144351","Concordia University-Chicago","Illinois","Private not-for-profit","","0.025","0.535"
"2012","144740","DePaul University","Illinois","Private not-for-profit","","0.044","0.705"
"2012","144883","East-West University","Illinois","Private not-for-profit","","0.138","0.317"
"2012","144892","Eastern Illinois University","Illinois","Public","","0.051","0.603"
"2012","144962","Elmhurst College","Illinois","Private not-for-profit","","0.019","0.74"
"2012","144971","Eureka College","Illinois","Private not-for-profit","","0.044","0.607"
"2012","145275","Garrett-Evangelical Theological Seminary","Illinois","Private not-for-profit","","0.036",""
"2012","145336","Governors State University","Illinois","Public","","0.062",""
"2012","145372","Greenville College","Illinois","Private not-for-profit","","0.056","0.505"
"2012","145497","Hebrew Theological College","Illinois","Private not-for-profit","","0.054","0.048"
"2012","145558","Rosalind Franklin University of Medicine and Science","Illinois","Private not-for-profit","","0.002",""
"2012","145600","University of Illinois at Chicago","Illinois","Public","","0.035","0.567"
"2012","145619","Benedictine University","Illinois","Private not-for-profit","","0.031","0.525"
"2012","145628","Illinois College of Optometry","Illinois","Private not-for-profit","","0",""
"2012","145637","University of Illinois at Urbana-Champaign","Illinois","Public","","0.029","0.838"
"2012","145646","Illinois Wesleyan University","Illinois","Private not-for-profit","","0.033","0.781"
"2012","145691","Illinois College","Illinois","Private not-for-profit","","0.037","0.636"
"2012","145725","Illinois Institute of Technology","Illinois","Private not-for-profit","","0.02","0.625"
"2012","145813","Illinois State University","Illinois","Public","","0.038","0.716"
"2012","145886","Institute for Clinical Social Work","Illinois","Private not-for-profit","","0.027",""
"2012","146241","The John Marshall Law School","Illinois","Private not-for-profit","","0.014",""
"2012","146339","Judson University","Illinois","Private not-for-profit","","0.05","0.5"
"2012","146427","Knox College","Illinois","Private not-for-profit","","0.03","0.795"
"2012","146481","Lake Forest College","Illinois","Private not-for-profit","","0.021","0.638"
"2012","146490","Lake Forest Graduate School of Management","Illinois","Private not-for-profit","","0.027",""
"2012","146533","Lakeview College of Nursing","Illinois","Private not-for-profit","","0",""
"2012","146612","Lewis University","Illinois","Private not-for-profit","","0.042","0.625"
"2012","146621","Lexington College","Illinois","Private not-for-profit","","0.054","0.5"
"2012","146667","Lincoln Christian University","Illinois","Private not-for-profit","","0.06","0.467"
"2012","146676","Lincoln College","Illinois","Private not-for-profit","","0.068","0.368"
"2012","146719","Loyola University Chicago","Illinois","Private not-for-profit","","0.031","0.71"
"2012","146728","Lutheran School of Theology at Chicago","Illinois","Private not-for-profit","","0",""
"2012","146755","Trinity College of Nursing & Health Sciences","Illinois","Private not-for-profit","","0.04","0.667"
"2012","146825","MacMurray College","Illinois","Private not-for-profit","","0.098","0.384"
"2012","146977","McCormick Theological Seminary","Illinois","Private not-for-profit","","0.085",""
"2012","147013","McKendree University","Illinois","Private not-for-profit","","0.051","0.483"
"2012","147031","Meadville Lombard Theological School","Illinois","Private not-for-profit","","0.031",""
"2012","147129","Methodist College","Illinois","Private not-for-profit","","0",""
"2012","147244","Millikin University","Illinois","Private not-for-profit","","0.059","0.598"
"2012","147341","Monmouth College","Illinois","Private not-for-profit","","0.058","0.583"
"2012","147369","Moody Bible Institute","Illinois","Private not-for-profit","","0","0.843"
"2012","147536","National Louis University","Illinois","Private not-for-profit","","0.024","0.429"
"2012","147590","National University of Health Sciences","Illinois","Private not-for-profit","","0.027",""
"2012","147660","North Central College","Illinois","Private not-for-profit","","0.04","0.639"
"2012","147679","North Park University","Illinois","Private not-for-profit","","0.054","0.563"
"2012","147697","Northern Baptist Theological Seminary","Illinois","Private not-for-profit","","0",""
"2012","147703","Northern Illinois University","Illinois","Public","","0.074","0.51"
"2012","147767","Northwestern University","Illinois","Private not-for-profit","","0.007","0.942"
"2012","147776","Northeastern Illinois University","Illinois","Public","","0.053","0.203"
"2012","147828","Olivet Nazarene University","Illinois","Private not-for-profit","","0.036","0.572"
"2012","148016","Principia College","Illinois","Private not-for-profit","","","0.664"
"2012","148131","Quincy University","Illinois","Private not-for-profit","","0.051","0.504"
"2012","148335","Robert Morris University Illinois","Illinois","Private not-for-profit","","0.033","0.461"
"2012","148405","Rockford University","Illinois","Private not-for-profit","","0.049","0.395"
"2012","148487","Roosevelt University","Illinois","Private not-for-profit","","0.067","0.414"
"2012","148496","Dominican University","Illinois","Private not-for-profit","","0.039","0.631"
"2012","148511","Rush University","Illinois","Private not-for-profit","","0.003",""
"2012","148575","Saint Francis Medical Center College of Nursing","Illinois","Private not-for-profit","","0.027",""
"2012","148584","University of St Francis","Illinois","Private not-for-profit","","0.034","0.566"
"2012","148593","St Johns College","Illinois","Private not-for-profit","","0",""
"2012","148627","Saint Xavier University","Illinois","Private not-for-profit","","0.041","0.471"
"2012","148654","University of Illinois at Springfield","Illinois","Public","","0.053","0.431"
"2012","148724","Seabury-Western Theological Seminary","Illinois","Private not-for-profit","","",""
"2012","148849","Shimer College","Illinois","Private not-for-profit","","0.057","0.6"
"2012","148876","Saint Augustine College","Illinois","Private not-for-profit","","0","0.255"
"2012","148885","University of Saint Mary of the Lake","Illinois","Private not-for-profit","","0.111",""
"2012","148982","Spertus College","Illinois","Private not-for-profit","","0.065",""
"2012","149028","Saint Anthony College of Nursing","Illinois","Private not-for-profit","","0",""
"2012","149222","Southern Illinois University Carbondale","Illinois","Public","","0.076","0.434"
"2012","149231","Southern Illinois University Edwardsville","Illinois","Public","","0.049","0.504"
"2012","149240","Southern Illinois University-Systems Office","Illinois","Public","","",""
"2012","149329","Telshe Yeshiva-Chicago","Illinois","Private not-for-profit","","0","0.5"
"2012","149505","Trinity Christian College","Illinois","Private not-for-profit","","0.035","0.582"
"2012","149514","Trinity International University-Illinois","Illinois","Private not-for-profit","","0.047","0.455"
"2012","149587","University of Illinois University Administration","Illinois","Public","","",""
"2012","149639","VanderCook College of Music","Illinois","Private not-for-profit","","0.121","0.692"
"2012","149763","Resurrection University","Illinois","Private not-for-profit","","0.006",""
"2012","149772","Western Illinois University","Illinois","Public","","0.051","0.561"
"2012","149781","Wheaton College","Illinois","Private not-for-profit","","0.01","0.867"
"2012","156189","Alice Lloyd College","Kentucky","Private not-for-profit","","0.058","0.316"
"2012","156213","Asbury University","Kentucky","Private not-for-profit","","0.059","0.643"
"2012","156222","Asbury Theological Seminary","Kentucky","Private not-for-profit","","0.022",""
"2012","156286","Bellarmine University","Kentucky","Private not-for-profit","","0.038","0.665"
"2012","156295","Berea College","Kentucky","Private not-for-profit","","0.089","0.617"
"2012","156356","Brescia University","Kentucky","Private not-for-profit","","0.108","0.298"
"2012","156365","Campbellsville University","Kentucky","Private not-for-profit","","0.108","0.438"
"2012","156408","Centre College","Kentucky","Private not-for-profit","","0.025","0.82"
"2012","156417","Clear Creek Baptist Bible College","Kentucky","Private not-for-profit","","0","0.615"
"2012","156541","University of the Cumberlands","Kentucky","Private not-for-profit","","0.065","0.435"
"2012","156620","Eastern Kentucky University","Kentucky","Public","","0.091","0.389"
"2012","156727","Frontier Nursing University","Kentucky","Private not-for-profit","","0.026",""
"2012","156745","Georgetown College","Kentucky","Private not-for-profit","","0.043","0.566"
"2012","157030","Kentucky Mountain Bible College","Kentucky","Private not-for-profit","","0.073","0.778"
"2012","157058","Kentucky State University","Kentucky","Public","","0.218","0.184"
"2012","157076","Kentucky Wesleyan College","Kentucky","Private not-for-profit","","0.074","0.379"
"2012","157085","University of Kentucky","Kentucky","Public","","0.061","0.618"
"2012","157100","Kentucky Christian University","Kentucky","Private not-for-profit","","0.089","0.387"
"2012","157207","Lexington Theological Seminary","Kentucky","Private not-for-profit","","0.065",""
"2012","157216","Lindsey Wilson College","Kentucky","Private not-for-profit","","0.125","0.298"
"2012","157289","University of Louisville","Kentucky","Public","","0.082","0.534"
"2012","157298","Louisville Presbyterian Theological Seminary","Kentucky","Private not-for-profit","","0.047",""
"2012","157359","Mid-Continent University","Kentucky","Private not-for-profit","","0.114","0.254"
"2012","157377","Midway College","Kentucky","Private not-for-profit","","0.076","0.525"
"2012","157386","Morehead State University","Kentucky","Public","","0.1","0.403"
"2012","157401","Murray State University","Kentucky","Public","","0.073","0.529"
"2012","157447","Northern Kentucky University","Kentucky","Public","","0.068","0.379"
"2012","157535","University of Pikeville","Kentucky","Private not-for-profit","","0.095","0.309"
"2012","157632","Saint Catharine College","Kentucky","Private not-for-profit","","0.127","0.221"
"2012","157748","The Southern Baptist Theological Seminary","Kentucky","Private not-for-profit","","","0.521"
"2012","157757","Spalding University","Kentucky","Private not-for-profit","","0.081","0.402"
"2012","157809","Thomas More College","Kentucky","Private not-for-profit","","0.054","0.57"
"2012","157818","Transylvania University","Kentucky","Private not-for-profit","","0.023","0.722"
"2012","157863","Union College","Kentucky","Private not-for-profit","","0.109","0.342"
"2012","157951","Western Kentucky University","Kentucky","Public","","0.101","0.437"
"2012","247922","Ingalls Memorial Hospital Dietetic Internship","Illinois","Private not-for-profit","","",""
"2012","260947","Christian Life College","Illinois","Private not-for-profit","","0.071","1"
"2012","260956","Knowledge Systems Institute","Illinois","Private not-for-profit","","0.5",""
"2012","409254","Erikson Institute","Illinois","Private not-for-profit","","0.02",""
"2012","443030","NorthShore University HealthSystem School of Nurse Anesthesia","Illinois","Private not-for-profit","","0",""
"2012","452133","John Hancock University","Illinois","Private not-for-profit","","",""
"2012","461759","Simmons College of Kentucky","Kentucky","Private not-for-profit","","0",""
"2011","142832","Adler School of Professional Psychology","Illinois","Private not-for-profit","","0.007",""
"2011","143048","School of the Art Institute of Chicago","Illinois","Private not-for-profit","","0.064","0.542"
"2011","143084","Augustana College","Illinois","Private not-for-profit","","0.016","0.785"
"2011","143118","Aurora University","Illinois","Private not-for-profit","","0.044","0.517"
"2011","143288","Blackburn College","Illinois","Private not-for-profit","","0.069","0.446"
"2011","143297","Blessing Rieman College of Nursing","Illinois","Private not-for-profit","","0.052","0.548"
"2011","143358","Bradley University","Illinois","Private not-for-profit","","0.021","0.776"
"2011","143659","Catholic Theological Union at Chicago","Illinois","Private not-for-profit","","0.027",""
"2011","143853","Midwestern University-Downers Grove","Illinois","Private not-for-profit","","0",""
"2011","143978","The Chicago School of Professional Psychology at Chicago","Illinois","Private not-for-profit","","0.031",""
"2011","144005","Chicago State University","Illinois","Public","","0.1","0.209"
"2011","144014","Chicago Theological Seminary","Illinois","Private not-for-profit","","0.029",""
"2011","144050","University of Chicago","Illinois","Private not-for-profit","","0.02","0.92"
"2011","144281","Columbia College-Chicago","Illinois","Private not-for-profit","","0.08","0.406"
"2011","144351","Concordia University-Chicago","Illinois","Private not-for-profit","","0.037","0.488"
"2011","144740","DePaul University","Illinois","Private not-for-profit","","0.029","0.68"
"2011","144883","East-West University","Illinois","Private not-for-profit","","0.166","0.195"
"2011","144892","Eastern Illinois University","Illinois","Public","","0.04","0.604"
"2011","144962","Elmhurst College","Illinois","Private not-for-profit","","0.013","0.736"
"2011","144971","Eureka College","Illinois","Private not-for-profit","","0.04","0.562"
"2011","145275","Garrett-Evangelical Theological Seminary","Illinois","Private not-for-profit","","0.049",""
"2011","145336","Governors State University","Illinois","Public","","0.036",""
"2011","145372","Greenville College","Illinois","Private not-for-profit","","0.033","0.542"
"2011","145497","Hebrew Theological College","Illinois","Private not-for-profit","","0.07","0.088"
"2011","145558","Rosalind Franklin University of Medicine and Science","Illinois","Private not-for-profit","","0.002",""
"2011","145600","University of Illinois at Chicago","Illinois","Public","","0.026","0.577"
"2011","145619","Benedictine University","Illinois","Private not-for-profit","","0.049","0.533"
"2011","145628","Illinois College of Optometry","Illinois","Private not-for-profit","","0.007",""
"2011","145637","University of Illinois at Urbana-Champaign","Illinois","Public","","0.02","0.84"
"2011","145646","Illinois Wesleyan University","Illinois","Private not-for-profit","","0.017","0.822"
"2011","145691","Illinois College","Illinois","Private not-for-profit","","0.038","0.618"
"2011","145725","Illinois Institute of Technology","Illinois","Private not-for-profit","","0.02","0.683"
"2011","145813","Illinois State University","Illinois","Public","","0.026","0.712"
"2011","145886","Institute for Clinical Social Work","Illinois","Private not-for-profit","","0",""
"2011","146241","The John Marshall Law School","Illinois","Private not-for-profit","","0.03",""
"2011","146339","Judson University","Illinois","Private not-for-profit","","0.024","0.5"
"2011","146427","Knox College","Illinois","Private not-for-profit","","0.03","0.813"
"2011","146481","Lake Forest College","Illinois","Private not-for-profit","","0.036","0.705"
"2011","146490","Lake Forest Graduate School of Management","Illinois","Private not-for-profit","","0.009",""
"2011","146533","Lakeview College of Nursing","Illinois","Private not-for-profit","","0.009",""
"2011","146612","Lewis University","Illinois","Private not-for-profit","","0.056","0.592"
"2011","146621","Lexington College","Illinois","Private not-for-profit","","0.025","0.412"
"2011","146667","Lincoln Christian University","Illinois","Private not-for-profit","","0.063","0.473"
"2011","146676","Lincoln College","Illinois","Private not-for-profit","","0.084","0.418"
"2011","146719","Loyola University-Chicago","Illinois","Private not-for-profit","","0.043","0.7"
"2011","146728","Lutheran School of Theology at Chicago","Illinois","Private not-for-profit","","0.081",""
"2011","146755","Trinity College of Nursing & Health Sciences","Illinois","Private not-for-profit","","0.013","0.5"
"2011","146825","MacMurray College","Illinois","Private not-for-profit","","0.128","0.367"
"2011","146977","McCormick Theological Seminary","Illinois","Private not-for-profit","","0.071",""
"2011","147013","McKendree University","Illinois","Private not-for-profit","","0.069","0.493"
"2011","147031","Meadville Lombard Theological School","Illinois","Private not-for-profit","","0",""
"2011","147129","Methodist College of Nursing","Illinois","Private not-for-profit","","0",""
"2011","147244","Millikin University","Illinois","Private not-for-profit","","0.061","0.552"
"2011","147341","Monmouth College","Illinois","Private not-for-profit","","0.047","0.579"
"2011","147369","Moody Bible Institute","Illinois","Private not-for-profit","","0","0.625"
"2011","147536","National Louis University","Illinois","Private not-for-profit","","0.041","0.444"
"2011","147590","National University of Health Sciences","Illinois","Private not-for-profit","","0.04",""
"2011","147660","North Central College","Illinois","Private not-for-profit","","0.039","0.676"
"2011","147679","North Park University","Illinois","Private not-for-profit","","0.075","0.565"
"2011","147697","Northern Baptist Theological Seminary","Illinois","Private not-for-profit","","0",""
"2011","147703","Northern Illinois University","Illinois","Public","","0.065","0.544"
"2011","147767","Northwestern University","Illinois","Private not-for-profit","","0.013","0.93"
"2011","147776","Northeastern Illinois University","Illinois","Public","","0.085","0.209"
"2011","147828","Olivet Nazarene University","Illinois","Private not-for-profit","","0.042","0.567"
"2011","148016","Principia College","Illinois","Private not-for-profit","","","0.686"
"2011","148131","Quincy University","Illinois","Private not-for-profit","","0.073","0.559"
"2011","148335","Robert Morris University Illinois","Illinois","Private not-for-profit","","0.046","0.501"
"2011","148405","Rockford College","Illinois","Private not-for-profit","","0.079","0.546"
"2011","148487","Roosevelt University","Illinois","Private not-for-profit","","0.043","0.42"
"2011","148496","Dominican University","Illinois","Private not-for-profit","","0.066","0.66"
"2011","148511","Rush University","Illinois","Private not-for-profit","","0.011",""
"2011","148575","Saint Francis Medical Center College of Nursing","Illinois","Private not-for-profit","","0.04",""
"2011","148584","University of St Francis","Illinois","Private not-for-profit","","0.021","0.564"
"2011","148593","St Johns College","Illinois","Private not-for-profit","","0.026",""
"2011","148627","Saint Xavier University","Illinois","Private not-for-profit","","0.05","0.545"
"2011","148654","University of Illinois at Springfield","Illinois","Public","","0.047","0.472"
"2011","148724","Seabury-Western Theological Seminary","Illinois","Private not-for-profit","","",""
"2011","148849","Shimer College","Illinois","Private not-for-profit","","0.147","0.167"
"2011","148876","Saint Augustine College","Illinois","Private not-for-profit","","0","0.279"
"2011","148885","University of Saint Mary of the Lake","Illinois","Private not-for-profit","","0.125",""
"2011","148982","Spertus College","Illinois","Private not-for-profit","","0.066",""
"2011","149028","Saint Anthony College of Nursing","Illinois","Private not-for-profit","","0.012",""
"2011","149222","Southern Illinois University Carbondale","Illinois","Public","","0.062","0.478"
"2011","149231","Southern Illinois University Edwardsville","Illinois","Public","","0.052","0.518"
"2011","149240","Southern Illinois University-Systems Office","Illinois","Public","","",""
"2011","149329","Telshe Yeshiva-Chicago","Illinois","Private not-for-profit","","0","0.1"
"2011","149505","Trinity Christian College","Illinois","Private not-for-profit","","0.036","0.537"
"2011","149514","Trinity International University-Illinois","Illinois","Private not-for-profit","","0.04","0.552"
"2011","149587","University of Illinois University Administration","Illinois","Public","","",""
"2011","149639","VanderCook College of Music","Illinois","Private not-for-profit","","0","0.6"
"2011","149763","Resurrection University","Illinois","Private not-for-profit","","0.008",""
"2011","149772","Western Illinois University","Illinois","Public","","0.057","0.544"
"2011","149781","Wheaton College","Illinois","Private not-for-profit","","0.014","0.904"
"2011","156189","Alice Lloyd College","Kentucky","Private not-for-profit","","0.038","0.365"
"2011","156213","Asbury University","Kentucky","Private not-for-profit","","0.043","0.757"
"2011","156222","Asbury Theological Seminary","Kentucky","Private not-for-profit","","0.027",""
"2011","156286","Bellarmine University","Kentucky","Private not-for-profit","","0.04","0.618"
"2011","156295","Berea College","Kentucky","Private not-for-profit","","0.09","0.665"
"2011","156356","Brescia University","Kentucky","Private not-for-profit","","0.069","0.458"
"2011","156365","Campbellsville University","Kentucky","Private not-for-profit","","0.111","0.445"
"2011","156408","Centre College","Kentucky","Private not-for-profit","","0.019","0.872"
"2011","156417","Clear Creek Baptist Bible College","Kentucky","Private not-for-profit","","0","0.435"
"2011","156541","University of the Cumberlands","Kentucky","Private not-for-profit","","0.075","0.45"
"2011","156620","Eastern Kentucky University","Kentucky","Public","","0.094","0.367"
"2011","156727","Frontier Nursing University","Kentucky","Private not-for-profit","","0.048",""
"2011","156745","Georgetown College","Kentucky","Private not-for-profit","","0.034","0.595"
"2011","157030","Kentucky Mountain Bible College","Kentucky","Private not-for-profit","","0.05","0.375"
"2011","157058","Kentucky State University","Kentucky","Public","","0.135","0.139"
"2011","157076","Kentucky Wesleyan College","Kentucky","Private not-for-profit","","0.095","0.362"
"2011","157085","University of Kentucky","Kentucky","Public","","0.037","0.591"
"2011","157100","Kentucky Christian University","Kentucky","Private not-for-profit","","0.11","0.407"
"2011","157207","Lexington Theological Seminary","Kentucky","Private not-for-profit","","0.029",""
"2011","157216","Lindsey Wilson College","Kentucky","Private not-for-profit","","0.108","0.323"
"2011","157234","Louisville Bible College","Kentucky","Private not-for-profit","","",""
"2011","157289","University of Louisville","Kentucky","Public","","0.075","0.521"
"2011","157298","Louisville Presbyterian Theological Seminary","Kentucky","Private not-for-profit","","0.047",""
"2011","157359","Mid-Continent University","Kentucky","Private not-for-profit","","0.098","0.36"
"2011","157377","Midway College","Kentucky","Private not-for-profit","","0.075","0.553"
"2011","157386","Morehead State University","Kentucky","Public","","0.091","0.393"
"2011","157401","Murray State University","Kentucky","Public","","0.063","0.541"
"2011","157447","Northern Kentucky University","Kentucky","Public","","0.073","0.373"
"2011","157535","University of Pikeville","Kentucky","Private not-for-profit","","0.102","0.282"
"2011","157632","Saint Catharine College","Kentucky","Private not-for-profit","","0.13","0.314"
"2011","157748","The Southern Baptist Theological Seminary","Kentucky","Private not-for-profit","","","0.576"
"2011","157757","Spalding University","Kentucky","Private not-for-profit","","0.059","0.389"
"2011","157809","Thomas More College","Kentucky","Private not-for-profit","","0.047","0.488"
"2011","157818","Transylvania University","Kentucky","Private not-for-profit","","0.014","0.737"
"2011","157863","Union College","Kentucky","Private not-for-profit","","0.105","0.359"
"2011","157951","Western Kentucky University","Kentucky","Public","","0.088","0.429"
"2011","247922","Ingalls Memorial Hospital Dietetic Internship","Illinois","Private not-for-profit","","0",""
"2011","260947","Christian Life College","Illinois","Private not-for-profit","","0.027","0.714"
"2011","260956","Knowledge Systems Institute","Illinois","Private not-for-profit","","0.142",""
"2011","409254","Erikson Institute","Illinois","Private not-for-profit","","0.024",""
"2011","443030","NorthShore University HealthSystem School of Nurse Anesthesia","Illinois","Private not-for-profit","","0",""
"2011","452133","Ellis University","Illinois","Private not-for-profit","","",""
"2011","456171","Urbana Theological Seminary","Illinois","Private not-for-profit","","",""
"2011","461759","Simmons College of Kentucky","Kentucky","Private not-for-profit","","0",""
"2010","142832","Adler School of Professional Psychology","Illinois","Private not-for-profit","","0.027",""
"2010","143048","School of the Art Institute of Chicago","Illinois","Private not-for-profit","","0.069","0.605"
"2010","143084","Augustana College","Illinois","Private not-for-profit","","0.032","0.756"
"2010","143118","Aurora University","Illinois","Private not-for-profit","","0.047","0.441"
"2010","143288","Blackburn College","Illinois","Private not-for-profit","","0.059","0.481"
"2010","143297","Blessing Rieman College of Nursing","Illinois","Private not-for-profit","","0.021","0.364"
"2010","143358","Bradley University","Illinois","Private not-for-profit","","0.019","0.752"
"2010","143659","Catholic Theological Union at Chicago","Illinois","Private not-for-profit","","0.037",""
"2010","143853","Midwestern University-Downers Grove","Illinois","Private not-for-profit","","0",""
"2010","143978","The Chicago School of Professional Psychology at Chicago","Illinois","Private not-for-profit","","0.012",""
"2010","144005","Chicago State University","Illinois","Public","","0.103","0.21"
"2010","144014","Chicago Theological Seminary","Illinois","Private not-for-profit","","0.046",""
"2010","144050","University of Chicago","Illinois","Private not-for-profit","","0.011","0.919"
"2010","144281","Columbia College-Chicago","Illinois","Private not-for-profit","","0.074","0.415"
"2010","144351","Concordia University-Chicago","Illinois","Private not-for-profit","","0.025","0.596"
"2010","144740","DePaul University","Illinois","Private not-for-profit","","0.024","0.663"
"2010","144883","East-West University","Illinois","Private not-for-profit","","0.116","0.246"
"2010","144892","Eastern Illinois University","Illinois","Public","","0.033","0.593"
